Tahun,Unit,KPI,Risiko,Penyebab Risiko,Justifikasi Consequence ,Nilai Consequence Risiko Inheren,Nilai Likelihood Risiko Inheren,Skor Risiko Inheren,Level Risiko Inheren,Respon,Pengendalian Yang Sudah Ada,Rencana Pengendalian,Ukuran Keberhasilan,Target Waktu Penyelesaian,Accountable (A),Responsible (R),Consult (C),Inform (I),Nilai Consequence (Risiko Residu),Nilai Likelihood (Risiko Residu),Level Risiko Residu,Tanggal Disetujui,Risk Analyst,Risk Owner,Menyetujui,Mengetahui,Menyusun,Pencapaian Tujuan Tahunan,Tanggal Diketahui,Risk ID,Status Risiko,ID,Status Dokumen,Skor Risiko Residu,Top Risk,Risk Officer,Tanggal Registrasi,Approver
"2023","TV","I1.2 Governance, Risk and Compliance (GRC)","Jumlah IOR tidak mencapai target","Promosi IOR kurang","KPI IOR tidak tercapai","3","2","6","Medium","Reduce","IOR dikontrol TVW-1","Laporan secara berkala setiap triwulan","IOR sesuai target","Quarterly","VP TV","TVW-1","TQY, TVU, TVP, TVE","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-247","Open","247",,"2","Tidak","Achmad Muchlis",,
"2023","TV","I1.2 Governance, Risk and Compliance (GRC)","PMI tool overdue","PMI terlewat dilaksanakan","tool tidak serviceable","3","2","6","Medium","Reduce","Surveillance","Continue Surveillance","Surveillance setiap 2 minggu sekali oleh tim SAG","Bi-Weekly","VP TV","SAG TV","TVP, TVE, TVP","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-248","Open","248",,"2","Tidak","Achmad Muchlis",,
"2023","TV","I1.2 Governance, Risk and Compliance (GRC)","SAG quarterly meeting terlewat","SAG quarterly meeting tidak terlaksana","KPI SAG tidak tercapai","3","2","6","Medium","Avoid","Belum ada","SAG Secretary dinas TV mengagendakan SAG Quarterly Meeting sesuai jadwal","SAG Meeting terlaksana","Quarterly","VP TV","SAG TV Secretary","TQ","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-249","Open","249",,"2","Tidak","Achmad Muchlis",,
"2023","TV","I1.4 Asset Management","Utilisasi aset rendah","Pekerjaan sedikit/tidak ada yang menggunakan alat/aset tersebut.","Aset/alat idle lama","3","2","6","Medium","Reduce","Belum ada","Report monitoring aset","Laporan monitoring aset tersedia","Bulanan","VP TV","TVE","TX","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-250","Open","250",,"2","Tidak","Achmad Muchlis",,
"2023","TV","I2.1 Continous Improvement","CI program implemented < 38","CI tidak selesai di tahun berjalan","Target KPI tidak tercapai","3","2","6","Medium","Reduce","CI Program setiap unit","Continue CI Program setiap unit","38 CI Implemented","Q4 2023","VP TV","TVP, TVU, TVE","TVW-1","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-251","Open","251",,"2","Tidak","Achmad Muchlis",,
"2023","TV","CBO Data Quality Integrity (DQI)","Order masih open saat akan closed revision","Status order belum TECO","Closed revision tidak dapat dilakukan","2","3","6","Medium","Reduce","DQI Monitoring system","Continue DQI Monitoring system","DQI closing order, closing revision, COPA performance 100%","Q4 2023","VP TV","TVE-4","TVE-1, TVP-6, TVU-5","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-252","Open","252",,"2","Tidak","Achmad Muchlis",,
"2023","TV","L1.1 Human Capital Readiness","Training Mandatory overdue","Training mandatory personil tidak terkontrol","Stamp not eligible","3","2","6","Medium","Avoid","Kontrol training personel oleh Manager","Continue Control Mandatory training for personnel by Manager co-work with TVW-1","Training Mandatory terlaksana untuk semua personil","Q4 2023","VP TV","TVW-1","TVP, TVU","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-253","Open","253",,"2","Tidak","Achmad Muchlis",,
"2023","TV","L1.1 Human Capital Readiness","Kurang personil PI (Production Inspector)","Production Inspector Resign","PI mensupervisi 2 pekerjaan atau lebih","3","2","6","Medium","Reduce","Belum ada","Promosi Personil kualifikasi M ke I","PI baru sebagai pengganti","Q4 2023","VP TV","PDCA People","TVU, TVP","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-254","Open","254",,"2","Tidak","Achmad Muchlis",,
"2023","TV","L2.1 Organization Capital Readiness","Transfer pengalaman tidak berjalan baik","personil berpengalaman tidak dapat membagi pengalamannya","transfer pengetahuan tidak berjalan baik","3","2","6","Medium","Reduce","Sharing Session","Continue Sharing Session","Sharing Session terlaksana 12 x","Q4 2023","VP TV","TVW-1","TVP, TVU, TVE","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-255","Open","255",,"2","Tidak","Achmad Muchlis",,
"2023","TV","L3.1 Information Capital Readiness (ICR)","Belum ada report project engine/APU yang komprehensif","Report progress project engine/APU di CM Project Cockpit kurang komprehensif.","Report belum dapat diakses secara online oleh management & eksekutif","3","2","6","Medium","Reduce","SWIFT interface","Implementasi Xpream","Xpream terimplementasi","Q3 2023","VP TV","TVW-1, TVP, TVU","TDO","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-256","Open","256",,"2","Tidak","Achmad Muchlis",,
"2023","TJ","Operating Profit Margin","Estimasi biaya proyek yang kurang akurat","'1. Kebutuhan proyek yang tidak berhasil didefinisikan diawal karena kurangnya pengetahuan/informasi
2. Kurang melibatkan stakeholder terkait (produksi) dalam pembuatan/perubahan proposal terhadap COGS
3. Kebutuhan material yang berubah dan berdampak pada lingkup proyek & biaya material yang dibutuhkan","Parameter OPM
","3","3","9","High","Reduce","'1. Post Project Review
2. Manage maintenance cost against budget/proposal
3. Daily report revenue & cost per day per line","1. Melaksanakan Post Project Review
2. Melaksanakan evaluasi bulanan untuk revenue dan anggaran biaya dan identifikasi PICA
3. Meningkatkan pencapaian pengiriman DFP ke Technical Recording sesuai standar waktu yg telah ditentukan QP
4. Induction meeting dilengkapi dengan informasi capping/TMB
5. Implementasi Xpream","1. Monthly Post Project Review terlaksana
2. Revenue and production budget evaluation reported every month
3. Delivery Documents to Technical Recording <= 3 days after RTS
4. Induction meeting dengan informasi capping terlaksana
5. Daily Profitability report dapat ditampilkan di XPream","Monthly","TJ","TJP","TJC TJH","TP TD TA","3","2","Medium","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-257","Open","257",,"6","Tidak","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Operating Profit Margin","Keakuratan dalam mengelola proyek","'1. TAT actual sering mundur dari plan TAT yang menyebabkan pendapatan per hari menurun
2. Ruang lingkup proyek yang tidak jelas
3. Kurangnya informasi/pemahaman kepada produksi terkait kontrak proyek (TMB/Capping)","'1. Parameter OPM
2. Parameter TAT","3","3","9","High","Reduce","'1. Post Project Review
2. Manage maintenance cost against budget/proposal
3. Daily report revenue & cost per day per line","1. Melaksanakan Post Project Review
2. Melaksanakan evaluasi bulanan untuk revenue dan anggaran biaya dan identifikasi PICA
3. Meningkatkan pencapaian pengiriman DFP ke Technical Recording sesuai standar waktu yg telah ditentukan QP
4. Induction meeting dilengkapi dengan informasi capping/TMB
5. Implementasi Xpream","1. Monthly Post Project Review terlaksana
2. Revenue and production budget evaluation reported every month
3. Delivery Documents to Technical Recording <= 3 days after RTS
4. Induction meeting dengan informasi capping terlaksana
5. Daily Profitability report dapat ditampilkan di XPream","Monthly","TJ","TJP","TJC TJH ","TP TD","3","2","Medium","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-258","Open","258",,"6","Tidak","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Inventory","Melakukan permintaan penggantian material tanpa mempertimbangkan TAT pesawat","1. Kurangnya pemahaman atas alur rantai pasok (MRP)
2. Aktivitas inspeksi/temuan yang terlambat
3. Alternatif repair tidak diprioritaskan saat identifikasi awal","1. Stok material yang berlebihan (Inventory costs)
2. Parameter OPM","3","3","9","High","Reduce","'1. Daily control material consume & request per line
2. One day closing","Weekly control material consume & request per dinas, dengan mengirimkan reminder ke UIC terkait
Meningkatkan kompetensi RO oleh PE melalui PE-Taskforce","Monthly WTU/WTC report available. WTU/WTC >50%.
Taskforce terlaksana","Monthly","TJ","TJH TJC TJK TJN TJO","TJP","DB TA","3","2","Medium","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-259","Open","259",,"6","Tidak","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Cost of Poor Quality","Kelalaian dalam pelaksanaan jobcard/MDR yang tidak sesuai prosedur","Tidak melakukan pekerjaan sesuai prosedur/manual","Meningkatkan inventori dan pembelian kembali parts","5","3","15","High","Reduce","'1. Implement QCDS improvement
2. Enhance safety campaign via SAG
3. Manage workmanship supervisory","'1. Daily surveillance by Production Manager (Checklist), Briefing diawal dan diakhir shift
2. Meningkatkan peran supervisi melalui penugasan dan visual management
3. Peningkatan kompetensi concern for order & achievement orientation melalui training basic aviation workmanship (BAW)","1. Daily surveillance & briefing terlaksana
2. Fungsi supervisi terlaksana
3. BAW terlaksana","Monthly","TJ","TJH TJC TJK TJN TJO","TJP","TDS","4","2","Medium","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-260","Open","260",,"8","Ya","Saphira Alifa Harahap","1/9/2023",
"2023","TJ","Cost of Poor Quality","Adanya accident/incident & rework yang berdampak pada project","Pengambilan 'jalur cepat' / shortcuts karena tekanan waktu","Parameter COPQ","5","3","15","High","Reduce","'1. Implement QCDS improvement
2. Enhance safety campaign via SAG
3. Manage workmanship supervisory","'1. Daily surveillance by Production Manager (Checklist), Briefing diawal dan diakhir shift
2. Meningkatkan peran supervisi melalui penugasan dan visual management
3. Peningkatan kompetensi concern for order & achievement orientation melalui training basic aviation workmanship (BAW)","1. Daily surveillance & briefing terlaksana
2. Fungsi supervisi terlaksana
3. BAW terlaksana","Monthly","TJ","TJH TJC TJK TJN TJO","TJP","TDS","4","2","Medium","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-261","Open","261",,"8","Ya","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Customer SLA Fulfillment","TAT melebihi target","Poor project management.","1. Parameter TAT
2. Parameter EBITDA","4","3","12","High","Reduce","'1. Implement project management improvement
2. Control pre-execution and in-execution process
3. Accelerate fulfillment of material needs
4. Ensure document and paperwork completeness after maintenance as agreed with customer","1. Melakukan briefing harian untuk PPC dan Produksi untuk mendiskusikan highlight dan WIP
2. Mendokumentasikan issue project yg terjadi secara tertulis
3. Melakukan recording atas penambahan atau pengurangan workscope","1. Daily briefing PPC & produksi terlaksana
2. PCS meeting report terlaksana daily
3. Daily Menu available","Daily","TJ","TJC TJH TJK TJN TJO","TJP","DB","3","2","Medium","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-262","Open","262",,"6","Ya","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Customer SLA Fulfillment","Tahap persiapan maintenance mendadak","1. Request yang mendadak dari customer
2. Pengiriman final workscope dan maintenance manual tidak sesuai target","'1. Parameter TAT
2. Parameter COPQ","2","1","2","Low","Reduce","Planning Gate","'1. Melakukan recovery schedule 
2. Koordinasi dengan customer untuk penyediaan JC & maintenance manual
3. Mekanisme tenggat pengiriman maintenance manual tercantum dalam item kontrak","'Controlling planning gate fullfilment terlaksana 100%","Weekly","TJ","TJC TJH TJP","TP","DB","1","1","Low","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-263","Open","263",,"1","Tidak","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Customer SLA Fulfillment","Adanya material plan & finding yang tidak terpenuhi","1. Planning material yang kurang akurat
2. Faktor kondisi keuangan perusahaan yang belum menentu","Parameter TAT
","2","1","2","Low","Reduce","MRM (Material Request Monitoring)
","""1. Akurasi material planning
2. Evaluasi item min-max per proyek
3. Melakukan koordinasi penyediaan material dari customer""
","Evaluasi material terlaksana untuk menentukan prioritas pembelian material
","Weekly","TJ","TJP","TM","DB","1","1","Low","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-264","Open","264",,"1","Tidak","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Customer SLA Fulfillment","Customer tidak dapat memenuhi kebutuhan material/komponen yang menjadi tanggung jawabnya","Kurang kejelasan dalam kontrak perihal pengiriman material/component yang menjadi tanggung jawab customer
","Parameter TAT
","2","1","2","Low","Reduce","MRM (Material Request Monitoring)
","""1. Membantu pengadaan material
2. Material/component supply by customer teridentifikasi dengan jelas dan tercantum dalam kontrak""
","Control sheet CSP (Customer Supply) tersedia
","Periodik berdasarkan project (mengikuti kebutuhan)","TJ","TJP","TM","DB","1","1","Low","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-265","Open","265",,"1","Tidak","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Productivity","Data yang tidak bisa diandalkan, termasuk didalamnya data yang tidak akurat, duplikasi dan originalitas data yang tidak bisa diidentifikasi","1. Terdapat perbedaan kondisi actual dengan system (contoh: actual sudah di install, tapi di system belum di install) 
","Parameter DQI
","2","1","2","Low","Reduce","-","""1. Mempromosikan dengan melakukan sharing KPI DQI ke KSDM TJ untuk membangun awareness dari level struktural
2. Melakukan clean-up & back-up data secara rutin sesuai target KPI specs dan mengirimkan weekly reminder atas pencapaian KPI Dinas 
3. Berpartisipasi aktif dalam training (general & deep knowledge) regenerasi key user SWIFT""
","""1. Sharing KPI DQI ke KSDM telah dilaksanakan
2. Clean-up & back-up secara rutin
3. Training regenerasi Swift dihadiri oleh key user""
","Quarterly","TJ","""TJC TJH TJP TJK TJN TJO TJW""","""TDS TDO""","DT","1","1","Low","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-266","Open","266",,"1","Tidak","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Governance, Risk and Compliance (GRC)","Finding dari internal & external audit terlambat di tindak lanjuti","""1. Kurang awareness terhadap follow up hasil audit
2. Tidak ada control sheet untuk finding hasil audit""
","Parameter Compliance Index
","1","1","1","Low","Reduce","""1. Minimize QSC
2. Minimize FCAR
3. Maximize DQI""
","""1. Setiap unit memiliki control sheet NCR/DQI/FCAR yang ditujukan kepada unit-nya
2. Menugaskan personil untuk menindaklanjuti temuan Audit""
","Control sheet tersedia
","Monthly","TJ","""TJC TJH TJP TJK TJN TJO TJW""","TQ","DB","1","1","Low","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-267","Open","267",,"1","Tidak","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Asset Management","Peningkatan demand tidak sebanding dengan kapasitas & kapabilitas saat ini","""1. Training yang dibutuhkan untuk memenuhi kualfikasi tidak tersedia
2. Tools yang dibutuhkan untuk upgrade capability belum tersedia
3. Budget untuk capability tidak terealisasi tepat waktu""
","Parameter Capacity & Capability Development
","1","1","1","Low","Reduce","-","""1. Monthly controlling atas training yang dilaksanakan pada COT
2. Mendefinisikan fokus capability yang hendak dikembangkan selama satu tahun kedepan""
","""1. Report capaian training tersedia
2. Fokus capability sudah terdefinisi""
","""1. Monthly 2. Annually""","TJ","TJP","TJP","TP","1","1","Low","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-268","Open","268",,"1","Tidak","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TJ","Continuous Improvement","Kesulitan untuk implementasi atas ide continuous improvement yang dicanangkan","""1. Ide continuous improvement (CI) membutuhkan budget
2. Kurang awareness terhadap implementasi CI""
","Parameter Continuous Improvement
","1","2","2","Low","Reduce","-","""Berpartisipasi secara aktif dalam program Xception (partisipan dan/atau komite) untuk menyaring ide yang disampaikan oleh user TJ
dengan melakukan sharing atas ide-ide yang disampaikan""
","Berpartisipasi aktif dalam program Xception
","Annually","TJ","PDCA Innovation, TJ","TDI","DT","1","1","Low","4/6/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023","KPI-TJ-2023-269","Open","269",,"1","Tidak","Saphira Alifa Harahap","1/9/2023",
